question,document_identifier
"I use a T630 as workstation. I followed the recommendations to silence it's fans via ipmitool and set the system.thermalsettings.ThirdPartyPCIFanResponse option to 0 because of the added gpu.Today there was an unplanned power outage and after the power was restored the machine is louder than before. The minimum fan speed is set to 10% in iDRAC, but fans 1 and 2 runs at 16% and fan 3 - 6 at 31% permanently. If the fan speed is set to 10 % via ipmitool, the fans are slowing down to the previous level for only about 2 seconds, before going back to 16 and 31%. Did I miss something?ipmitool-command:$ ipmitool -I lanplus -H 192.168.0.2 -U root -P <password> raw 0x30 0x30 0x02 0xff 0x0aRegards, Daniel",doc_1450
"I used iDRAC8 with an enterprise license to change the fan speeds to 20%, but they keep spinning at 30-40%, even after a restart. Am I missing something?",doc_1451
"I walked into our server room and saw that one of our ESXi Servers crashed. The screen showed e2119 fatal sb mem crc error...(screen attached) ,, I rebooted the server and it is running,,does this screen indicate issues with a MEM cards and CPU ,,if so, why was the server able to boot and is now running? ",doc_1452
I want to add more ram to my r620 which currently has 32gb of ram (4 x 8gb).8GB Samsung PC3L-12800R DDR3L 1600 1Rx4 M393B1G70BH0-YK0Looking at the the ram configuration based on the service tag it does not list 1r ranks beyond 24gb configuration. I have dual cpus.Question: can I just add more of the 1r 8gb dimms or do I have to step up to 2r dimms?I was going order enough of the same memory I currently have to max out my ram compacity.,doc_1453
"I want to do an install of Windows 7 Pro, but I can't figure out how to get the machine to boot off a USB stick. No BIOS option that I see. My next option is to disassemble and add a drive to get the OS installed, but I'd rather not do that if possible. Any suggestions?",doc_1454
I want to install a PCI-E card with USB 3.1 for my Dell R720 server and I need SATA power for the card to work.I would like to know if this adapter can be connected to the onboard 8-PIN GPU power connector.I will really be glad to get a response about this.,doc_1455
I want to remove the PERC 6/i RAID controller from my PowerEdge T310 so that I can connect my storage drives to the motherboard and use a software RAID.  There aren't enough power connectors from the power supply to do this now.  Is there a cable kit available so that I can do this? Thanks.,doc_1456
"I wanted to get the install media for Server 2012 Essentials in case my customer can't come up with it in an emergency. It came preinstalled on a Dell PowerEdge server. On this download page, I see Server 2012 R2 Essentials, but NOT the non-R2 edition.https://www.microsoft.com/en-us/evalcenter/evaluate-windows-serverAny idea on how to get the proper ISO or order the replacement media?Dell seems to say the DVD is no longer available for purchase. Here are the part number they gave me. Does not compute.494K9 MOD,SW,WS12ESSENTIALS,DOC,MUL 421-9712 Windows Server 2012 Essentials edition,Media Kit5TXWN MOD,SW,WS2012ESSENTIALS,FI,MUL 421-9711 Windows Server 2012 Essentials Edition,Factory Installed, No Media, 2 Socket, 1VMThanks!!!",doc_1457
I was getting an error about the power supply being inadequate - so I plugged in the second power supply.I'm still getting the same error and still have to press F1 to complete a power-up or reboot - which is a hassle.I read this - https://www.dell.com/support/manuals/en-us/poweredge-r720/720720xdom/power-indicator-codesBoth connection in the back glow green.Is there a way to tell the OS to not interrupt a power-up or reboot due to a false inadequate power supply error?,doc_1458
"I was going through updates on my servers via the Dell OpenManage Essentials and decided to go ahead with the requested network driver update:Network_Driver_HP103_WN64_16.5.0_A00During the installation, I received and error message reading ""Installation Failed.  Missing or Corrupted file: HELP.CAB"".  I clicked OK and the installation read as ""successful"" but wiped out my TEAM and connections.  I don't have Broadcom adapters so cannot team using that.  I have Intel Gigabit and 10G 4P X540/I350 nics installed with no option of Teaming.  I went in an configured a single NIC to run static for now, but I need to get TEAM to work again.Any suggestions?  ",doc_1459
"I was hoping that someone had a master list of all the server motherboards and part numbers?Something like “PowerEdge 2950,  Motherboards a X999R, H603H , CX396 etc… Thanks ",doc_1460
"I was just recently given some PowerEdge 2850 servers and need to install Windoes 2008 on them.  They do not have DVD drives so I made a bootable USB thumb drive.  I have been able to use the thumbdirve to install Windows on other machines, but I am not able to get these 2850's to even attempt to boot to the USB drive.  I have gone into the BIOS and set the USB Controller to 'On with BIOS support'.  I've tried each of the three available USB Emulation types and none seem to work.  Also, I have seen some web pages that describe that the USB drive would appear the boot sequence selection, but it does not.Any suggestions?Alex",doc_1461
"I was looking into the possibility of UEFI secure boot on an R820, and I found an interesting note in the Lifecycle Controller documentation:https://www.dell.com/support/manuals/us/en/04/idrac7-8-lifecycle-controller-v2.30.30.30/lc_2.10.10.1...""The Secure Boot feature is supported on the Dell 12th generation PowerEdge servers, only if BIOS on the system supports this feature""So I was wondering, what 12th-gen BIOS/hardware supports secure boot? As far as I can tell, secure boot didn't appear in the iDRAC manual until iDRAC 8, only on 13th Gen servers? Is this right?On the R820 I'm looking at, I have iDRAC 7/Lifecycle Controller v2.61.60.60 and BIOS v2.4.1. I cannot find anywhere in the BIOS or Lifecycle Controller that mentions secure boot. I believe that is the latest iDRAC I can install, and the BIOS v2.5.0 update only mentions security updates for Spectre.So does anyone have a 12th Gen server that supports secure boot? Is there any way to get it on an R820?",doc_1462
"I was told I could use an iDrac card in my T310 for remote access capabilities.  I could use some guidance on which one I should use.  I searched eBay and Amazon and the ones I've found have a part # of Y383M or JPMJ3.On Dell's site the part # is 330-5946:Another confusion is that some of the ones pictured have a rj45 lan port, and others do not. Thank you",doc_1463
"I was wondering if I can use a Quadro with my R410? The specs says it has a pci-e slot, but I imagine there are some other limiting factors that I am unaware of. Does anyone know if it will work?I imagine that fitting it in the case will be an issue, but I am curious if there are any compatibility issues.Thanks,James",doc_1464
"I will be buying:1x Dell R6415 8bay 2.5"" 1U with iDRAC Enterprise1x AMD EPYC 7551P 32CORE 2.00GHZ128GB RAM1x PERC H730P 2GB cache Mini Mono1x Enterprise SSD 400GB7x 2TB 7.2K 12G SAS 2.5"" 2x 550W PSU1x RailsI want to install proxmox operating system on the SSD and then using proxmox admin create a ZFS option for storage using the 7x 2TB drives for running virtual machines and containers. Proxmox specifies that ZFS CANNOT be run on hardware RAID of any sort so with this new server can I disable 100% the RAID option and let the disks be seen in the operating system as single disks?Even JBOD cannot be used also as per a post in proxmox forum:""It depends...often those raid controllers create a JBOD or single disk raid0. This is not what you want with ZFS. You want it to operate in initiator-target mode (IT-mode) so a dumb HBA without any abstraction layer between ZFS and the disks. See here why using HW raid with ZFS isn'T a good idea: https://openzfs.github.io/openzfs-docs/Performance and Tuning/Hardware.html#hardware-raid-controllersSo you better verify that the raid is really entirely disabled.There are some PERCs that can be crossflashed from IR-mode to IT-mode, but it looks like your PERC 730 Mini is not one of them: https://fohdeesha.com/docs/perc.html""Because I dont have the server yet I cannot test any settings in the BIOS so I was wondering if anyone else has any experience with disabling Hardware RAID 100% and using proxmox?Any help would be greatly appreciated.RegardsJames",doc_1465
I will be upgrading the CPUs within the PE 1950 Gen II with the Intel Xeon E5450 processors and would like to ask if the PE1950 Gen II's heatsink Dell Part Number JC867 is compatible with the E5450.I am aware that this heatsink is compatible with the Xeon processor 5100 & 5300 series but I didn't find any documentation on the 5400 series.,doc_1466
"I would like to change some settings, but I don't the CLI commands to get to the settings? I would like to change global Port speed, duplex settings, and service tag. Thanks for any help that can be rendered.",doc_1467
"I would like to convert from a 4 to 6 bay setup. Besides adding a new backplane (KVGG1 TK2VY), do I need a new front panel? It appears that the slots for the additional 4 drives are behind the grill on the front. Do I only need to remove this grill in order to install the additional drives? If removing the grill is all that’s required, how is it removed? It appears to snapped in place.",doc_1468
I would like to know if this card is compatible with Poweredge T440. I have an Ultrium 4 Tape and I need a way to connect the tape reader to my server using SFF-8088 cord.,doc_1469
I would like to upgrade the CPU (Xeon E3-1225 v5) in my PowerEdge T30; will the T30 accept the new Xeon E3 V6 (Kaby Lake FCLGA1151) CPUs?,doc_1470
"I'm about to purchase a small server to host Quickbooks and SQL express running Win2012r2 Essentials for a custom POS application in a small business office.  All things being equal (cpu/memory/raid/disk/etc) - any reason to go with the T330 over the T430?  Actually the CPU is different, E3-1220 (T330) vs E5-2603 (T430). Price wise they're about the same.  Want to make sure I'm not missing any advantages with the T330 by going with the T430.  Thanks",doc_1471
"I'm assuming the CMC had different board revisions, which DP/N is the latest? Do the newer boards have faster processors? Does anyone have a list of the all the different CMC part numbers?Currently I have one 0JV95D and I want to order another one for redundancy.",doc_1472
"I'm assuming this is a supported migration path, however I'm trying to find documentation on the exact process and haven't been successful so far.  I've seen comments regarding other controllers (i.e. Perc 6i/R to a H700) stating that importing a RAID with the OS isn't supported (OS will bluescreen).So I guess my question is, is this a supported migration path?  What are the exact steps?  I'm assuming I just pull the 6/i, put in the H700i, boot, update drivers/firmware, and done.",doc_1473
"I'm getting a new T350 server, but I'd prefer to run WS 2016. I have no problem doing the OS installation, but will I need to manually install any chipset, USB or any other drivers??? I assume I can find any drivers I need somewhere around the Dell site (I've never purchased a machine from Dell before).Thanks!  ",doc_1474
"I'm going to add new server to do stress specific work and this server should be T640. I'll insert in configuration a PERC H740P or H730P+ with two disk RAID 1, and would like to be sure that the controllers will be recognized by Ubuntu 18.04 installation, as in previous one purchase the PERC controller was not compatible and i had to install the OS disabling it via BIOS and using software RAID management. I've read documentation in dell site about the compatibility and should be ok, as 18.04 result compatible, but i prefer to be very sure, so i ask if the PERC controllers is compatible with 18.04 Ubuntu installation. I've also found some post that suggest to get UEFI BIOS and not Legacy BIOS as the last one can cause problems in installation. Is that true?",doc_1475
"I'm guessing the answer is no and that I'll have to rebuild but I thought I'd ask anyway.Key detailsR710 Gen 2PERC H700Populated with 8 SAS disksRAID-5 layoutSingle Virtual DiskI'm swapping from SAS mechanical to SATA SSD and since I can't mix & match SAS & SATA, some reconfiguration is required.Without some sort of backup/restore operation, are there any options for accomplishing this?",doc_1476
"I'm having a difficult time figuring out which cables I need for the 8bay 2.5"" (MX827) backplane with PERC H700 integrated (HCR2Y) for a R710.I wish there was a place to look this all up  Thanks!",doc_1477
"I'm having a number of issues in replacing a failed drive in my server.My configuration is a little ""oddball"", in that I have two RAID controllers in the box - an H310 connected to two SATA drives in the 5.25"" ODD bays (RAID1/OS), and an H710P connected to the backplane, running a RAID6 array (Data). Recently, one of the disks in the RAID1 array was marked as ""failed"", and the array marked as ""degraded"". I removed the failed disk, and replaced with a near-identical unit (same size, type etc.)That replacement disk is now marked as ""foreign"", and I'm unable to find any way to add it to the array. Whether I use the H310 BIOS configuration utility or OMSA, it is always marked as ""foreign"", and I'm unable to utilise it in the array.I am unable to add it as a hot spare, or indeed do anything else with it. I'm beginning to think that I'll need to pull the original (still good) disk, and replace it with one identical to the ""new"" replacement I installed and completely reinstall the OS (which I'm obviously keen not to do). Is there any way I can ""force"" the controller to add the new disk to that RAID1 array, and thus have the array rebuilt?",doc_1478
"I'm having difficulty getting Linux to work with an R815 that has Opteron 6200 series chips installed.  Would like AES and 16 cores per CPU.Opteron 6100 series chips work fine.I tried Opteron 6272 and Opteron 6274 chips. During startup get a kernel panic, NMI (Non-Maskable Interrupt) errors, or CPU #27 errors.I tried the following OSes:Ubuntu Server 14Ubuntu Server 16Ubuntu Desktop 16CentOS Server 7.2 (Seemed promising until I rebooted.)On each of these I tried repairing the OS after the reboot failed, but I can't even get back to a command prompt.I've tried various BIOS options, but nothing seems to be a permanent solution. ",doc_1479
I'm having issues with Secure boot on a Power Edge T20 but only when running Windows Server 2016.I'm trying to figure out if this is a BIOS issue or a hardware issue or if anyone else is experiencing it.BIOS: A02-A12Boot Type: UEFI with Secure Boot EnabledOS: Windows Server 2016 Standard (verified ISO)Basically what happens is the server will not reboot it only hangs before reboot. When it goes to reboot. It  sits at a black screen indefinitely. It does not get to the Dell BIOS Logo. It even gets as far as turning off USB devices like the keyboard. It will do a full shutdown though without issue. This actually happens even during OS install. The first reboot it during the install it hangs. If I turn off secure boot it works fine.If I use Windows Server 2012 R2 with secure boot enabled it works fine as well.I have tried it will all the published BIOS versions for the T20 and can reproduce it even on A12.To reproduce: Set bios to defaults. Make sure Secure boot is enabled for UEFI. Try to reboot Windows Server 2016.The Dell Poweredge T20 is certified for Windows Server 2016 as of BIOS A09.,doc_1480
"I'm having issues with a bare metal install.  I attempting to install server 2012 r2 on a Dell R510. The setup start normally but when it gets to where do you want to install it gives me an error ""We couldn't create a new partition or locate an existing one.  For more information, see the Setup log files.""  I have tried everything i could think of doing. I tried to install from DVD as well as Bootable USB same problem.  I also tried running diskpart to do a clean and reformat of the drive.  Still cannot seem to get this to work. Please Help",doc_1481
"I'm having no luck updating the BIOS of a Dell Poweredge 1950. It currently has BIOS version 2.4.5 installed. I'm getting ""BIOS Update Failed"" on restart.I tried installing 2.7.0 and then tried 2.6.1 when that didn't work. I also tried opening an elevated command prompt from windows server 2012 R2 and using the /force command when running the BIOS updates. That didn't work either.Any help?",doc_1482
"I'm interested in getting an Intel ARC GPU for transcoding but apparently it works best with Resizable BAR enabled. I looked though my copy of the R730XD manual but couldn't find anything about the setting, but that may be because it's a obscure setting?",doc_1483
"I'm just going to put an extra 16gb RDIMMs (2*8Gb) in to our R710, currently it has 16GB (2*8Gb) RDIMM's, its a dual processor server.  Which slots should I use to give the best performance?  I was going to populate in the following orderA1A2B1B2but does this give the best performance or should I useA1A4B1B4",doc_1484
"I'm looking for a BOSS controller adapter that supports M.2 NVME drives for my new Poweredge R7515?It seems like it still comes with the BOSS-S1 version instead of the newer S2 version, but I'm having a hard time figuring out which model number goes with the R7515 (or do all of the S1's work?)The 72WKY seems to be the most common when looking for the low-profile version but it's hard to know for sure. Does anyone know the right model number I should be searching for?",doc_1485
I'm looking for a Dell PowerEdge server that can hold two dual slot PCIe x16 cards (full-length) and two PCIe x1 half-length / half-height slots (single slot). Preferrably a 2U machine as a 4U machine would take too much power.  Does anyone know what model would work best?Anything from R610/710/810 series to R630/730/830 series would be great. Thanks!,doc_1486
I'm looking for a different SAS cable for SAS B as the one I got for an upgrade from the H600I is turning the wrong way and I need it to bend to the right and not the left. Is there a different cable somewhere? ,doc_1487
"I'm looking for a part number or link to purchase the rack mount kit for a T330 tower server.Accordning to this: https://qrl.dell.com/Files/en-us/Html/Manuals/T330/Converting%20the%20system%20from%20tower%20mode%2...""Your system can be converted from tower mode to rack mode.To convert your system from tower mode to rack mode, you require the tower-to-rack conversion kit, which contains the following items:Rack ears (left and right) with three screws eachVGA module included with the control panel for rack modeA pair of rails (optional)""So I'm looking for all three of those in one kit.Thanks.",doc_1488
I'm looking for a server that can take one scalable CPU (for now) and has support for NVMe drive bays. I checked R640 and R740xd but online configuration says that you need two CPUs to have NVMe support. Are all the NVMe drives really just connected to CPU2 on the motherboard? Or is this a sales thing and not a technical limitation? ,doc_1489
"I'm looking for the part numbers for both the little CPU plastic cover and the air shroud that covers the CPU socket. It is not the shroud that goes from the fans to the memory, but the shroud that goes on top of the empty CPU socket. It is for a Dell r720xd.Any help is highly appreciated - thanks.",doc_1490
"I'm looking into purchasing a CPU upgrade for my T420, and I found which one I'm going to upgrade to. I'm looking online and there seems to be two extremes. eBay has a pair of CPUs for the same price as just one with an IT refurbished site. So my question is which would be better, spend the extra cash for something that has been tested, or save the money and buy used?",doc_1491
"I'm looking to replace the PERC 6/i that in my PowerEdge R710, with a 3.5"" SAS backplane (W814D). I've looked around and found that N170M and M246M should both be compatible. But looking at it it looks like it could work with any SFF-8087 cable. Is this the case?",doc_1492
"I'm new here, so if this is in the wrong forum, please let me know (or move it to the right place).I recently bought a used PowerEdge 2800 rack mounted server with dual 3.6G Xeons, 12GB of RAM, embedded raid controller, two 146G 15K SCSI drives (which are probably empty), and both DVD and Floppy drives. There is no operating system, it's been out of actual service for some time, but seems to power up properly. I can enter the bios and RAID screens.I have ZERO experience with servers; this is the beginning of my journey to learn. The problem I'm facing is that very shortly after powering on, it emits a loud beep. I researched POST messages, but the beep I'm getting isn't among them. The system give one long beep (maybe two seconds long), followed by an equal time of silence, followed by another equal length beep. I realize that I need to correct whatever is causing the error, but it's kinda hard to work on the system with it screaming in my ears.Can anyone tell me what the system is trying to tell me, what subsystem is generating the beep, and, most importantly, how to turn off the noise?Thank you in advance,Tenaya",doc_1493
"I'm not able to find installed version of Dell OS Driver Pack in R730, I'm not able to find it in omreport or in any logs.Please help me with the command to find installed version of Dell OS Driver Pack. OS Drive pack link : http://www.dell.com/support/home/us/en/19/Drivers/DriversDetails?driverId=3VP5C&fileId=3485208155&os... ",doc_1494
"I'm noticing that when populating the first DIMM in each channel (i.e. 3 of the 4 memory slots per processor) with PC3L memory, it runs at 1.35V, as it should.When I add a DIMM to the fourth slot, memory runs at 1.5V, thereby disregarding the low voltage benefit.The T410 technical guide says ""When operating at the lower voltage, additional frequency and population restrictions can take effect.""  Is filling all memory slots considered a population restriction in this context?  Seems like a pretty common thing to do (filling all memory slots)...Thanks",doc_1495
I'm planning to buy the PowerEdge R530 rack server but I was wondering how many pins the RAM modules need. Does someone know this? I tried to find an answer on my own but couldn't find it anywhere.,doc_1496
"I'm planning to update some f/w such as NIC, BIOS, HBA...etc for the R740 server via iDRAC9 GUI.Got articles about updating f/w: https://www.dell.com/support/kbdoc/zh-tw/000128194/updating-firmware-and-drivers-on-dell-emc-powered... I would like to know if disasters happened when updating firmware,Can I just use iDRAC to update firmware again to recover?is using iDRAC (to update firmware again) powerful enough to recover the failed firmware update?is using racadm cli, Platform-Specific Bootable ISO, Dell EMC Server Update Utility ISO and Lifecycle Controlleralso efficient methods to apply update for saving the failed firmware update back?",doc_1497
"I'm running Ubuntu 14.04, 64bit, on a C6145. I installed srvadmin-all 7.4 via the directions at linux.dell.com/repo/community/ubuntu/. It installed successfully.However, when I run ""/opt/dell/srvadmin/sbin/omreport storage pdisk controller=0"", I get ""No controllers found.""Does anyone know how to fix this on Ubuntu 14.04?",doc_1498
"I'm running Win 7 x64 Ultimate on a new PowerEdge T20, base model.  I had a license for Win 7 so I installed it.  The system disk is a RAID 5 array of 3 x 120 GB SSDs, and the 4th SATA port runs an HDD that provides additional internal backup.The thing works spectacularly well for its purpose as an SVN server - it all works - but I'm following up on a couple of small mysteries...In the Device Manager, I see two devices listed in the ""Other devices"" category where Windows apparently failed to find a driver:Since I am successfully able to monitor things like motherboard temperatures, and also to read/write USB devices from both the USB2 and USB3 ports, this seems just academic.Should I seek drivers for these things, or just ignore this?-Noel",doc_1499
"I'm running sybase database on a R610 win2012 VM off a 7200 RPM SAS raid 1.   I want to move the VM to a new Raid 1 made up of two SSDs.What is the newest DELL SSD that will work?   I've seen some as old as 2012 and most of them now are refurbs (not sure how good a old SSD is)  and the newer SSDs were never tested by dell.   What if I plugged in a newer 12 GBS SSD (I know it will step down to 6 due to the 700h.   But will it work?    Or should I stick with finding a pair of 2012 dell SSDs?Dell 800GB 6Gbps SATA WI MLC 2.5 SSD S3710 (DPD14)DELL VDPRV INTEL S3500 Series 800GBP/N DPF1J for 2.5"" 800 GB SAS SSD and P/N R2PJ7 for 2.5"" 400 GB SAS SSD same as sandisk 6hs-400g-21DELL VDPRV INTEL S3500 Series 800GBIntel S3710 400GB SSDI could probably get away with 400 GB but if the 800 is not too much more I would opt for that.  Will all of these work equally well on the R610 Perc 700h?   ",doc_1500
"I'm setting up an R730xd with a RAID 1 in the back for the OS and RAID 6 on 12 drives in the front. I want to make sure I get an email if either RAID degrades (I did finally get my test email to send). When I look through the Alerts and Remote System Log Configuration table, starting on page 11 I see Alerts labeled Storage Controller, Storage Enclosure, Physical Disk, Storage, and Virtual Disk. Should I check the Email checkbox for all of these with a severity of Warning and Critical to make sure I know if there's storage problem?And a follow-up question, if I want to test this, what Message ID to I enter into the Message ID to Test Event: field? I looked up Message ID in the documentation and saw what looked right. I tried STOR for Storage but just got an Apply Failed message.Thanks,",doc_1501
"I'm the new owner of a Dell PowerEdge R710. I've currently got the model that supports 8x 2.5"" drives with options for a ""Flexbay"". I've tried researching this Flex Bay but I keep coming up with nothing. What were the options for this bay? I'm hoping I could use it to add some 3.5"" drives as the 2.5"" SAS Drives are quite expensive.",doc_1502
"I'm trying to calculate maximum heat dissipation for two server racks.The first is a PowerEdge R740 with a 495 W Dual, Hot-plug, Redundant Power Supply. The owners manual lists a 495 W AC PSU with a heat dissipation of 1908 BTU/hr, however it does not specify a heat dissipation for a redundant power supply. Should the total  heat dissipation be 1908 * 2 = 3816 Btu/hr to supply a redundant power supply? The second is an NX440 with a 350W, dual hot-plug redundant power supply. The owners manual lists this as 1340 BTU/hr but it mentions that ""the following specifications are for each PSU."" Does this mean the total heat dissipation should be 1340 * 2 = 2680 Btu/hr?Any help would be greatly appreciated.",doc_1503
"I'm trying to find a T410 heatsink to add a second processor to my server but I cannot seem to find one that is a price I am ready to pay.I found that the t310's heatsink seems to look the same (in photo) and I have to wonder if there is a difference that would make it not possible to happen.I do not believe that x part can only be used in y server, a lot of parts are shared but do not have that same part #. I am questioning if this is one of these cases.",doc_1504
"I'm trying to install Windows 2003 on a used poweredge 860 I recently purchased. I'm new to this and am doing and learning at the same time. The unit came without HDD's and CD drive. I've installed all and set up RAID 1. I've altered setup to include the new drives and the system sees both the RAID controller and the CD Drive. I've altered the boot order to go to the CD ROM first.  The unit is not now connected to any network or external device.I've downloaded the Installation and Server Management, v.5.2.0 iso and after a bit of wrestling got it burned with a boot sector.I've tried to get the install going and am failing. The unit goes thru the initial start and loads the raid controller, then seems to go to the CD ROM and begins to boot. The screen info goes (with some edit of the longer lines for brevity).EMM 386 3.27 copyright Caldera Inc ...DPMS 1.44 copyright Caldera Inc ...Oak Technology Inc OTI-011 CDRom device driver Device Name MSCD 001 Number of Drives 1Found USB Hosts Intel Corp 27C8 Universal Host Controller Intel Corp 27C9 Universal Host Controller Intel Corp 27CA Universal Host Controller Intel Corp 27CC Enhanced Host ControllerUSB Device Attached to Host 02 Port 01At this point the load hangs. I can't find anything in the setup identifying an internal device that may not now be there. Any ideas of where to look for problem will be much appreciated.",doc_1505
"I'm trying to mount two 3.5"" hard drives in the front, hot-swappable drive bays of a PowerEdge R710.  I thought the server would have the rails to mount the drives, but it seems I was mistaken.  Can anyone direct me to the part I need to buy, so that I can install a 3.5"" drive in the front, hot-swappable drive bay?Here's a picture of the existing drive installed in the server, alongside the new one I just bought.   Best regards,Mike",doc_1506
"I'm trying to run a manual install of Windows Server 2008R2 SP1 on a week-old T430 using the Lifecycle Controller. The LC is up-to-date. The T430 has a  PERC H730P with 3x 2TB disks. The install media was made by burning iso for 2008R2SP1 burned to DVD. Everything looks normal through the stage where the OS installer presents available partitions for selection as the install target.  I can format a partition but not specify the size. When the first partition is selected the automated several step screen appears for about 1/2 hour:Installing WindowsThat's all the information.... Your computer will restart several times during this installation.Copying Windows files.Expanding Windows filesInstalling featuresInstalling updatesCompeting installation--------The previous screen has no interaction. It finishes with ""Restarting in 10 seconds but no other  instructions such as removing the DVD. After the auto-reboot, I briefly see the ""press any key to boot from CD or DVD.""  If I touch a key the OS install restarts from scratch. Letting it go leads to ""No operating system is currently installed on this computer.""I've got to be missing something simple here... ",doc_1507
"I'm trying to track down why this server is experiencing blue screens.I see the following errors in the event log:Error Event ID 6008 ""The previous system shutdown at 4:21:28 AM on 6/9/2015 was unexpected.""Critical Event ID 41 ""The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.""Error Event ID 1001 ""The computer has rebooted from a bugcheck.  The bugcheck was: 0x00000124 (0x0000000000000000, 0xfffffa800a62e038, 0x0000000000000000, 0x0000000000000000). A dump was saved in: C:\Windows\Minidump\060915-24913-01.dmp. Report Id: 060915-24913-01.""Error Event ID 1500 ""The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.""Error Event ID 7026""The following boot-start or system-start driver(s) failed to load: ClusDisk""Error Event ID 18""A fatal hardware error has occurred.Reported by component: Processor CoreError Source: Machine Check ExceptionError Type: Internal Timer ErrorProcessor ID: 0The details view of this entry contains further information.""If it helps, here's a couple of links to the dump files generated after the BSOD:Here is a link to the dump file: https://onedrive.live.com/redir?resid=A4C0CA009AA14F65!109&authkey=!AImteEv0JAXxu_k&ithint=f...Here's another dump file from when the BSOD occurred again 5 days later: https://onedrive.live.com/redir?resid=A4C0CA009AA14F65!110&authkey=!AP1c-iA94vV-i0k&ithint=f...I've checked the web based ""megarac"" software to look for any error logs or any information on issues with voltages, temperatures or fan speeds and everything appears to be within normal levels, no BMC errors.MegaRAID storage manager shows an optimal array.I don't currently have a good monitoring solution for RAM, PSUs or CPUs. Still looking for one.Can anyone here help point me in the right direction to figure out what's going on?",doc_1508
"I'm trying to update my r620's firmware to the most recent versions (everything is out of date) but I can't update it, when I try upload a file to idrac to update something, the update always fails. When I try to use the default dell catalog, I get ""unable to install packages (SUP0531)"" as an error for every package. I tried to download the iso for the update tool, but the isos are corrupt/broken/invalid and I cannot flash them onto a usb with rufus as they're missing data <ADMIN NOTE: Broken link has been removed from this post by Dell>How do I update the firmware?",doc_1509
"I'm upgrading a Dell R710 from single CPU to dual CPU with Xeon E5630 processors harvested from multiple R710 systems and combining into one. I have 18 2GB UDIMMs to play with, all from Dell configured R710 systems, but cannot get anything to POST beyond 3 sticks for each CPU.I have read the technical guide and the following two more comprehensive guides:Installing and Upgrading DDR3 Memory - Quick Reference GuideDell™ PowerEdge™ Servers 2009 - Memory - A Dell Technical White PaperI have concluded from this and other research the following:(1) The Xeon E5630 supports maximum memory speed of 1066MHz(2) UDIMM maximum is 24GB which I assume I can split between the CPUs for 12GB each(3) 2 DPC (DIMMs Per Channel), 3 Channels per CPUBut I cannot get this to work despite all the RAM working if I use 1 DPC for all 3 channels per CPU.It should work according to this chart:with DIMM 0 and DIMM 1 each SINGLE rank as indicated and populated according to this:with 3 Channels Used, 2 DPC using A1, A2, A3 and A4, A5, A6 for CPU 1 and B1, B2, B3 and B4, B5, B6 for CPU 2.The information gets a little scant about dual processors and think this may be where I'm hitting a limitation. How can I get 24GB of UDIMM running with dual CPUs?",doc_1510
"I'm upgrading the 8 disks on my Poweredge 2900.   Before the upgrade, all slots worked fine.  All the new drives are HGST 2TB SAS.   When I installed them, all the drives report healthy except the drive in Slot 4.  It always reports an error (yellow blinking light).   I have swapped the drives around and they all work fine in any other slot.  It doesn't matter which drive (or carrier) I put in slot 4 - always the same error so I'm pretty confident it's a slot issue.I suppose there's a chance the slot died during the upgrade but the chances seem slim.  Any ideas on how to confirm the slot really has died or possible ways to eliminating the error?    I really need all the slots to work since the raid is PERC 6/i and therefore only supports drives up to 2TB.Thanks in advance.",doc_1511
"I'm using iDRAC Enterprise 6 on Server 2012.When I connect to the virtual console using IE10 on Server 2012, no keyboard input is passed.I can send macros and mount virtual media, just no keyboard input is passed.Updated BIOS to 1.12.0 and iDRAC firmware to 1.95 (Build 05) and still not working.I am using the Native Plug-in Type and cannot use nor install Java nor any other browser on this server.",doc_1512
"I'm using poweredge servers with the HBA330 adp in my lab infrastructure and ESXi 7 is installed on the server.recently I found that when i use ESXi cli to lookup the firmware version of HBA330, it showed version ""16.00.11.00"",however, at the same time i found that the iDRAC said the firmware version of HBA330 is ""16.17.01.00"". Does anyone know why the version number is inconsistent? is it possibly a bug or something?",doc_1513
"I'm wanting to put an H700 in a R710 with a PERC6i. Obviously I need the right cables, but I know that some H700s are intended for Tower systems, and some for Rack systems, and they're not cross-compatible. Can someone give me a part number for the H700 that will work in a R710? And if you know the cables numbers, that would help also.Thanks in advance!",doc_1514
I'm wondering if the Broadcom 57800S Quad Port 2x 10GbE SFP + 2x 1GbE would work in a R730xd?  Would the same card also work in a R720?  ,doc_1515
I'm working on an old Dell R420. It has 2 built in net ports and an expansion card with 4 ports. The dual port is listed as ports 4 and 5. The quad port is 0 through 3. How do I find out which port is 0 and which is 3? ,doc_1516
I've been asked to restore a T320 PowerEdge server infected with the Acute Ransom Virus.  Almost all files (data and executable) have been encrypted.   It appears that I will have to do a new Op/SYS install.   No CD or USB available.   I have MS Server 2008 R2 license info.  I need the software.  How can I get that?   Other options?  Let me know.  Thank you in advance!,doc_1517
